other_feature,floorplan,url,outdoor_feature,rental_yield,street_address,allowance,post_code,property_id,description,property_type,title,bond,bed,car,crawl_date,agent,median_rent,date_available,bathroom,suburb,agency,indoor_feature
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport",https://www.realestate.com.au/floorplan_new.ds?id=424705906&theme=rea.rent,https://www.realestate.com.au/property-house-qld-sumner-424705906,"Secure Parking,Garage Spaces:,1","<span class=""rate""></span>",17 Emily Place,Pet Friendly,4074,"[424705906, 424705906]","Ray White Centenary proudly offers for rent this lowset brick home located at the end of a cul-de-sac in sought after, quiet pocket of Sumner. With new flooring, lock up garage, air conditioning, fully fenced backyard, this home is of great value. ",House,4 BEDROOM HOME IN QUIET SUMNER POCKET,"$1,560",4,1,"[datetime.date(2018, 9, 26)]",Debbie Swales,"<span class=""price""></span>",Available Now,1,Sumner,Ray White - Centenary,"Toilets:,1,Air Conditioning"
,https://www.realestate.com.au/floorplan_new.ds?id=424733498&theme=rea.rent,https://www.realestate.com.au/property-unit-qld-sherwood-424733498,"Garage Spaces:,1,Balcony","<span class=""rate""></span>",445 Oxley Road,Pet Friendly,4075,"[424733498, 424733498]","Excellent central Sherwood location. Easy walk to train station, schools, kindergarten, churches, shops and cafes. ",Unit,New 2 bedroom apartment,"$1,580",2,1,"[datetime.date(2018, 9, 26)]",Damian Bourke,"<span class=""price""></span>",Available Now,2,Sherwood,THEONSITEMANAGER - Hendra,"Intercom,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-duplex+semi+detached-qld-oxley-424711854,"Garage Spaces:,2","<span class=""rate""></span>",1/13 Pamphlett Street,,4075,"[424711854, 424711854]",This well appointed 3 bedroom home will tick all the boxes. ,Duplex/Semi-Detached,PRIVATE UNIQUE & MODERN,"$1,600",3,2,"[datetime.date(2018, 9, 26)]",Guardian Wacol,"<span class=""price""></span>",Available Now,2,Oxley,Guardian Property & Asset Mgmt - Brisbane,
,Not provided,https://www.realestate.com.au/property-house-qld-sinnamon+park-424734210,"Garage Spaces:,2","<span class=""rate""></span>",39 Cityview Road,,4073,"[424734210, 424734210]","This solid, charming brick home is conveniently located in the heart of Sinnamon Park, tucked behind lush gardens and away from the traffics, it provides your family with extra safety and privacy, and much more:",House,"Beautiful family home, spacious and private","$2,400",4,2,"[datetime.date(2018, 9, 26)]",Daisy Dong,"<span class=""price""></span>",Fri 28-Sep-18,2,Sinnamon Park,Australian Property Management Alliance - Mango Hill,
,Not provided,https://www.realestate.com.au/property-house-qld-sinnamon+park-422329970,"Remote Garage,Garage Spaces:,2","<span class=""rate""></span>",15 STAVELEY CLOSE,,4073,"[422329970, 422329970]","Tired of paying high rent for a tired old house? Wake up in this immaculate new build in Windermere Estate; offering a beautiful combination of modern living, convenience and lifestyle. Within a stone's throw of an abundance of amenities including but not limited to Shopping Centres, public transport, bike tracks, amazing parklands, restaurants and much much more.",House,NEW WINDERMERE HOME!,,5,2,"[datetime.date(2018, 9, 26)]",Rentals - Centenary Real Estate,"<span class=""price""></span>",Available Now,3,Sinnamon Park,Centenary Real Estate - Jindalee,"Ensuite:,1"
,Not provided,https://www.realestate.com.au/property-house-qld-sinnamon+park-423630854,"Garage Spaces:,2","<span class=""rate""></span>",9 Olympic Pl,Pet Friendly,4073,"[423630854, 423630854]",Modern family home in Sinnamon Park,House,Modern family home in Sinnamon Park,"$1,840",3,2,"[datetime.date(2018, 9, 26)]",Innovation Rentals,"<span class=""price""></span>",Thu 18-Oct-18,2,Sinnamon Park,Innovation Real Estate - Jamboree Heights,
,Not provided,https://www.realestate.com.au/property-house-qld-inala-404414752,"Carport Spaces:,1","<span class=""rate""></span>",15 Bellatrix Street,,4077,"[404414752, 404414752]","Recently renovated 4 bedroom timber home features 3 built-ins - 2 with mirror doors, modern kitchen with dining area, air conditioned lounge room, polished floors throughout, security screens and doors, large bathroom with seperate toilet, internal laundry, large covered rear entertaining area, garden shed, fully fenced block with double gates at front, carport.",House,Lovely home with security and air conditioning,"$1,200",4,1,"[datetime.date(2018, 9, 26)]",Property Management Team,"<span class=""price""></span>",Available Now,1,Inala,Coulson Real Estate - Inala,
"close to parklands,close to schools,close to shops,close to transport",Not provided,https://www.realestate.com.au/property-house-qld-inala-419342886,"Carport Spaces:,1,Shed,Fully Fenced","<span class=""rate""></span>",8 Lapwing Street,,4077,"[419342886, 419342886]",This neat home has many features including -,House,WALK TO INALA PLAZA AND TAFE,,3,1,"[datetime.date(2018, 9, 26)]",Property Management Team,"<span class=""price""></span>",Available Now,1,Inala,Coulson Real Estate - Inala,Air Conditioning
"balcony/patio/terrace,bath,modern bathroom,modern kitchen,polished timber floors,close to parklands,",Not provided,https://www.realestate.com.au/property-house-qld-inala-419194702,"Secure Parking,Garage Spaces:,1,Open Car Spaces:,2,Deck,Fully Fenced","<span class=""rate""></span>",17 Osprey Street,,4077,"[419194702, 419194702]",This lovely home is situated in an ideal location.,House,WALK TO SHOPS AND TAFE,"$1,400",3,3,"[datetime.date(2018, 9, 26)]",Property Management Team,"<span class=""price""></span>",Available Now,1,Inala,Coulson Real Estate - Inala,Air Conditioning
,Not provided,https://www.realestate.com.au/property-house-qld-jamboree+heights-413502155,"Garage Spaces:,2","<span class=""rate""></span>",,,4074,"[413502155, 413502155]",This home has a great family feel as soon as you walk in - its a place to come home too - to entertain and relax!,House,FAMILY ENTERTAINING HOME!,,3,2,"[datetime.date(2018, 9, 26)]",Rentals - Centenary Real Estate,"<span class=""price""></span>",Tue 23-Oct-18,2,Jamboree Heights,Centenary Real Estate - Jindalee,
"Close to Schools, Close to Shops, Close to Transport, Garden",Not provided,https://www.realestate.com.au/property-house-qld-darra-420538778,"Secure Parking,Garage Spaces:,2,Open Car Spaces:,2","<span class=""rate""></span>",77 Harrington St,,4076,"[420538778, 420538778]","This big home is hidden towards the back of Darra and is within walking distance of local schools, shops and the train station. ",House,"Large Families, Small Families this home is perfect for yours!","$1,320",4,4,"[datetime.date(2018, 9, 26)]",Michelle Nguyen,"<span class=""price""></span>",Available Now,1,Darra,Rightway Realty - Darra,"Toilets:,1,Air Conditioning"
0,Not provided,https://www.realestate.com.au/property-house-qld-sherwood-424644258,"Carport Spaces:,2","<span class=""rate""></span>",8 Bute Street,,4075,"[424644258, 424644258]","- Sorry, no pets",House,3 Bedroom house in Sherwood!,"$1,760",3,2,"[datetime.date(2018, 9, 26)]",Cartwright Property Group,"<span class=""price""></span>",Fri 05-Oct-18,1,Sherwood,Cartwright Property Group - GRACEVILLE,"Floorboards,Broadband Internet Available,Dishwasher,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-house-qld-richlands-424485454,"Remote Garage,Garage Spaces:,1,Fully Fenced","<span class=""rate""></span>",20 Kathleen Street,,4077,"[424485454, 424485454]",AIR CONDITIONED 3 BR TOWNHOUSE,House,AIR CONDITIONED 3 BR TOWNHOUSE,"$1,360",3,1,"[datetime.date(2018, 9, 26)]",Ruiqi Guo,"<span class=""price""></span>",Available Now,2,Richlands,nextrealty.com.au,"Toilets:,3,Alarm System"
,Not provided,https://www.realestate.com.au/property-house-qld-chelmer-424653486,"Secure Parking,Garage Spaces:,2,Balcony,Deck,Courtyard,Shed,Fully Fenced,Swimming Pool - Inground","<span class=""rate""></span>",46 SUTTON STREET,Pet Friendly,4068,"[424653486, 424653486]","Situated in one of Chelmer’s most prestigious, quiet and tree-lined streets on the river (high side Chelmer), this 6 bedroom home is the whole package.",House,"6 BEDROOM, RENOVATED FAMILY HOME WITH POOL","$4,500",6,2,"[datetime.date(2018, 9, 26)]",Shirley Raven,"<span class=""price""></span>",Available Now,2,Chelmer,Humanics,"Alarm System,Floorboards,Broadband Internet Available,Built-in Wardrobes,Pay TV Access,Dishwasher,Ducted Heating,Ducted Cooling,Air Conditioning"
"Close to Schools, Close to Shops, Close to Transport, Garden, Formal Lounge",Not provided,https://www.realestate.com.au/property-house-qld-darra-424645774,"Secure Parking,Carport Spaces:,1,Garage Spaces:,1,Balcony","<span class=""rate""></span>",10 Winslow St,,4076,"[424645774, 424645774]","Brilliant location just across the street from Darra state schools. Train stations, shops and eateries are just around the corner within 500m walk. ",House,FANTASTIC LOCATION WITH GREAT SIZED YARD,"$1,440",3,2,"[datetime.date(2018, 9, 26)]",Jo Nguyen,"<span class=""price""></span>",Available Now,1,Darra,Rightway Realty - Darra,Floorboards
Fenced,Not provided,https://www.realestate.com.au/property-house-qld-jindalee-415355935,"Carport Spaces:,1,Fully Fenced","<span class=""rate""></span>",94 Yallambee Road,Pet Friendly,4074,"[415355935, 415355935]",This 3 bedroom lowset home is in a great position.  Situated very close to Centenary High School in the very popular suburb of Jindalee this home has what you need to live in comfort.,House,GREAT LOCATION!,"$1,600",3,1,"[datetime.date(2018, 9, 26)]",Innovation Rentals,"<span class=""price""></span>",Available Now,1,Jindalee,Innovation Real Estate - Jamboree Heights,
,Not provided,https://www.realestate.com.au/property-house-qld-richlands-424485326,"Garage Spaces:,1","<span class=""rate""></span>",19 Kathleen Street,,4077,"[424485326, 424485326]",This beautifully appointed townhouse in a nicely established complex has everything you wish for comfort. Reverse cycle air conditioning throughout the living areas; features include stainless steel appliances including dishwasher; en suite and walk-in robe to master bedroom; 2nd spacious bathroom with bath; three toilets; ceiling fans in each of the three bedrooms and insulated ceilings.,House,AIR CONDITIONED 3 BR TOWNHOUSE,"$1,380",3,1,"[datetime.date(2018, 9, 26)]",Ruiqi Guo,"<span class=""price""></span>",Available Now,2,Richlands,nextrealty.com.au,
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Onsite Manager",Not provided,https://www.realestate.com.au/property-townhouse-qld-riverhills-424656806,"Secure Parking,Carport Spaces:,1,Garage Spaces:,1,Balcony,Swimming Pool - Inground","<span class=""rate""></span>",34/250 Sumners Road,,4074,"[424656806, 424656806]","This cosy townhouse is conveniently close to all amenities of life. It is walking distance to school, bus stops, restaurants, bakery, tavern and shops. ",Townhouse,"RESORT style living in a quiet, well maintained & secure townhouse complex.","$1,620",3,2,"[datetime.date(2018, 9, 26)]",Murali Nayar,"<span class=""price""></span>",Fri 05-Oct-18,2,Riverhills,Raine & Horne - Onsite Sales,"Toilets:,3,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-townhouse-qld-richlands-424660970,"Garage Spaces:,1,Courtyard,Outdoor Entertaining Area,Swimming Pool - Inground","<span class=""rate""></span>",107/7 Giosam Street,,4077,"[424660970, 424660970]","Azure Living is pleased to present to you The Grove Edition, Richlands. A master-planned community of 3 and 4 bedroom terraces featuring an outdoor pool and entertainment area. Surrounded by subtropical landscaping and nestled within the growing Western suburb of Richlands. Spanning over two levels, this contemporary terrace home is an impeccable fusion of space and convenience.",Townhouse,Inspired Master-Planned Living,,3,1,"[datetime.date(2018, 9, 26)]",Fem Douglas,"<span class=""price""></span>",Mon 15-Oct-18,2,Richlands,Azure Living - QLD,"Floorboards,Broadband Internet Available,Dishwasher"
Ceiling Fans,Not provided,https://www.realestate.com.au/property-house-qld-riverhills-416175813,"Secure Parking,Garage Spaces:,2,Deck,Outdoor Entertaining Area,Fully Fenced","<span class=""rate""></span>",337 Horizon Drive,,4074,"[416175813, 416175813]","With plenty of space and a handy location, this is convenient family living in the Centenary Suburbs.",House,"Spacious, Fresh and Convenient!","$1,640",3,2,"[datetime.date(2018, 9, 26)]",Peter Kilby,"<span class=""price""></span>",Sat 29-Sep-18,2,Riverhills,Maison Real Estate -  Mount Ommaney,"Toilets:,2,Built-in Wardrobes,Rumpus Room"
0,Not provided,https://www.realestate.com.au/property-townhouse-qld-graceville-424672142,"Remote Garage,Secure Parking,Garage Spaces:,2,Deck,Courtyard,Fully Fenced,Swimming Pool - Inground","<span class=""rate""></span>",8/38 Baronsfield Street,,4075,"[424672142, 424672142]","- Sorry, no pets",Townhouse,GRACEVILLE,"$1,840",3,2,"[datetime.date(2018, 9, 26)]",Cartwright Property Group,"<span class=""price""></span>",Thu 27-Sep-18,2,Graceville,Cartwright Property Group - GRACEVILLE,"Floorboards,Broadband Internet Available,Built-in Wardrobes,Dishwasher,Air Conditioning"
Property Type: House,Not provided,https://www.realestate.com.au/property-house-qld-jamboree+heights-424679070,"Garage Spaces:,1,Open Car Spaces:,2","<span class=""rate""></span>",9 Sirocco Street,,4074,"[424679070, 424679070]",Renovated internally upstairs,House,Walking Distance to Mount Ommaney Shopping Centre,"$1,560",3,3,"[datetime.date(2018, 9, 26)]",Harcourts South West BDM,"<span class=""price""></span>",Available Now,1,Jamboree Heights,Harcourts Centenary Suburbs - Mt Ommaney,
,Not provided,https://www.realestate.com.au/property-house-qld-jindalee-424679346,"Garage Spaces:,2","<span class=""rate""></span>",104 Burrendah Rd,,4074,"[424679346, 424679346]","Great Home, in a lovely part of Jindalee. Close to shops, transport, schools and daycare.",House,Close to Everything. Large. Renovated. Air Con.,,4,2,"[datetime.date(2018, 9, 26)]",Contact Office,"<span class=""price""></span>",Sun 14-Oct-18,1,Jindalee,RealPrivate.com.au - HAWTHORN,
,Not provided,https://www.realestate.com.au/property-apartment-qld-sherwood-421952710,"Garage Spaces:,1","<span class=""rate""></span>",32/21 Mayhew Street,,4075,"[421952710, 421952710]",Tamanna@Sherwood is a boutique luxury apartment building within walking distance of all amenities in the popular suburb of Sherwood.,Apartment,Luxury Single Bedroom Apartment with Spacious Balcony,"$1,440",1,1,"[datetime.date(2018, 9, 26)]",Blanche Cheung,"<span class=""price""></span>",Wed 03-Oct-18,1,Sherwood,RAAS Group,"Alarm System,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-house-qld-inala-420359710,"Garage Spaces:,2","<span class=""rate""></span>",3 Cypress Street,,4077,"[420359710, 420359710]","Come see this charming 3 bedroom house, occupying a prime position in a sought after residential area. ",House,"Great Views, Great Location","$1,200",3,2,"[datetime.date(2018, 9, 26)]",Denny Dao,"<span class=""price""></span>",Mon 29-Oct-18,2,Inala,LITTLE Real Estate - FOREST LAKE,"Ensuite:,1"
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Fireplace(s)",Not provided,https://www.realestate.com.au/property-house-qld-fig+tree+pocket-421975826,"Secure Parking,Garage Spaces:,2,Balcony,Swimming Pool - Inground","<span class=""rate""></span>",38 Vakuta Street,Pet Friendly,4069,"[421975826, 421975826]","No expense has been spared on this amazing home.  Consisting of 5 over-sized rooms, 4 bedrooms upstairs and the 5th bedroom downstairs in a self contained living space with it's own walk-in-wardrobe, bathroom, kitchenette and rumpus room.  Ideal as a teenagers retreat or private space for guests or in-laws. ",House,Entertainers Delight.  This property has it all.,"$5,200",5,2,"[datetime.date(2018, 9, 26)]","Satvir Nassar,Lauren Matbouly","<span class=""price""></span>",Fri 19-Oct-18,3,Fig Tree Pocket,Brisbane Real Estate - Indooroopilly,"Alarm System,Floorboards,Air Conditioning"
"Built-In Wardrobes, Close to Shops, Close to Transport, Separate Dining",Not provided,https://www.realestate.com.au/property-apartment-qld-sherwood-424547814,"Secure Parking,Garage Spaces:,1,Balcony","<span class=""rate""></span>",8/20 Primrose Street,,4075,"[424547814, 424547814]","Homewood Living is a NEW boutique apartment building within walking distance of all amenities in the popular suburb of Sherwood. Railway station, school and shopping facilities are just round the corner.",Apartment,Super convenience,"$1,680",2,1,"[datetime.date(2018, 9, 26)]",Blanche Cheung,"<span class=""price""></span>",Tue 02-Oct-18,2,Sherwood,RAAS Group,"Toilets:,2,Alarm System,Floorboards,Air Conditioning"
"Built-In Wardrobes, Close to Shops, Close to Transport",Not provided,https://www.realestate.com.au/property-house-qld-oxley-424551230,"Secure Parking,Open Car Spaces:,1","<span class=""rate""></span>",104/61 Ellen Street,,4075,"[424551230, 424551230]","Enjoy dining and hosting on the sundrenched entertainer's balcony, the perfect place for a quiet afternoon drink or get together with friends and family. The living and dining area is open plan and brimming with an abundance of natural light. ",House,Modern Spacious Apartment!,"$1,760",2,1,"[datetime.date(2018, 9, 26)]",Leasing Oxley,"<span class=""price""></span>",Available Now,2,Oxley,Tessa Residential New Farm - NEW FARM,Air Conditioning
0,Not provided,https://www.realestate.com.au/property-house-qld-graceville-424553530,"Carport Spaces:,2","<span class=""rate""></span>",277 Oxley Road,,4075,"[424553530, 424553530]","- Sorry, no pets",House,GRACEVILLE,"$1,880",4,2,"[datetime.date(2018, 9, 26)]",Cartwright Property Group,"<span class=""price""></span>",Available Now,1,Graceville,Cartwright Property Group - GRACEVILLE,"Floorboards,Broadband Internet Available"
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",Not provided,https://www.realestate.com.au/property-house-qld-graceville-424556174,"Open Car Spaces:,2","<span class=""rate""></span>",16 ALLARDYCE STREET,Pet Friendly,4075,"[424556174, 424556174]","Beautifully modernised yet still retaining the charm and features of a traditional Queenslander this beautiful family home offers everything you need and more. Downstairs has two very large bedrooms with a huge rumpus room giving the family space to spread out and enjoy, opening on to a large covered deck you can stroll down to the beautiful in-ground pool. Upstairs offer two more large bedrooms, the main with ensuite plus a study. There is a lounge and separate dining area and the modern kitchen opens out on to the large upper deck to really enjoy the alfresco dining experience. Walking distance to everything Graceville has to offer inspect sooner rather than later is a must.",House,AIR CONDITIONED WITH A POOL READY FOR SUMMER,"$2,880",4,2,"[datetime.date(2018, 9, 26)]","Sarah Ratz,LJ HOOKER","<span class=""price""></span>",Available Now,2,Graceville,LJ Hooker - .,"Floorboards,Air Conditioning"
"Built-In Wardrobes, Close to Schools, Close to Shops, Garden",Not provided,https://www.realestate.com.au/property-house-qld-darra-424563938,"Carport Spaces:,1","<span class=""rate""></span>",28 Sanananda Street,,4076,"[424563938, 424563938]","Don't miss your chance to rent out this newly renovated cozy home. Equipped with a modern looking kitchen with caesarstone bench tops, plenty of cupboard space. Polished timber floors throughout with carpet in two of the bedrooms. Much well maintained home is ready for you to move in now!",House,Affordable modern living!,"$1,320",3,1,"[datetime.date(2018, 9, 26)]",Jo Nguyen,"<span class=""price""></span>",Available Now,1,Darra,Rightway Realty - Darra,"Toilets:,1,Floorboards,Air Conditioning"
"Internal Laundry, Close to shops, Close to transport",Not provided,https://www.realestate.com.au/property-house-qld-inala-424569422,"Carport Spaces:,2","<span class=""rate""></span>",42B Inala Avenue,,4077,"[424569422, 424569422]",This newly built duplex home is almost complete for someone to move in & enjoy!  The property is located across the road from the primary school and has bus stop out the front.  There is the main house at the front so there is a side driveway leading to this property at the back.  The property itself offers the following:,House,BRAND NEW DUPLEX HOME!,"$1,360",3,2,"[datetime.date(2018, 9, 26)]",Reception Team,"<span class=""price""></span>",Available Now,2,Inala,Your Choice Realty - Forest Lake,Air Conditioning
,Not provided,https://www.realestate.com.au/property-house-qld-jamboree+heights-420881394,"Carport Spaces:,2","<span class=""rate""></span>",32 Masthead Street,,4074,"[420881394, 420881394]","This lovely little home is located within a stone's throw of everything that Jamboree Heights has to offer...walk to schools, parks, daycares, Mount Ommaney Shopping Centre and public transport!  TENANT BREAKING LEASE",House,Charm and Location - The perfect combination!,,4,2,"[datetime.date(2018, 9, 26)]",Rentals - Centenary Real Estate,"<span class=""price""></span>",Available Now,1,Jamboree Heights,Centenary Real Estate - Jindalee,
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",Not provided,https://www.realestate.com.au/property-townhouse-qld-richlands-424579590,"Secure Parking,Garage Spaces:,2,Balcony,Swimming Pool - Inground","<span class=""rate""></span>",09/83 OLD PROGRESS RD,,4077,"[424579590, 424579590]","200 meters from Richlands Shopping Plaza, 24/7 gym and medical center, few mins walking to the Richlands train station and centenary highway. ",Townhouse,REAL DOUBLE GARAGE TOWNHOUSE,"$1,480",3,2,"[datetime.date(2018, 9, 26)]",Michael Cai,"<span class=""price""></span>",Sat 29-Sep-18,2,Richlands,Raine & Horne - Onsite Sales,"Toilets:,3,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-house-qld-graceville-424581898,"Garage Spaces:,1","<span class=""rate""></span>",99 White Street,,4075,"[424581898, 424581898]",POSITION. SPACE. VALUE. ,House,FAMILY FRIENDLY,,3,1,"[datetime.date(2018, 9, 26)]",Jan Gillmartin,"<span class=""price""></span>",Available Now,1,Graceville,Save on Commission - BROADBEACH,
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",https://www.realestate.com.au/floorplan_new.ds?id=424582946&theme=rea.rent,https://www.realestate.com.au/property-house-qld-jindalee-424582946,"Carport Spaces:,2,Swimming Pool - Inground","<span class=""rate""></span>",6 Moorilla Place,Pet Friendly,4074,"[424582946, 424582946]","Ray White Centenary proudly offers for rent this low set brick, recently updated home in a perfect family cul-de-sac location near Schools, shops and transport. Recently updated with fresh paint, new kitchen appliances, new carpet in bedrooms, air conditioning + fans, this home is has so much to offer. The raked ceilings and abundance of natural light provide an attractive and comfortable place to call home. ",House,REFURBISHED HOME WITH POOL + AIR CON - FANTASTIC LOCATION,"$1,740",3,2,"[datetime.date(2018, 9, 26)]",Debbie Swales,"<span class=""price""></span>",Available Now,1,Jindalee,Ray White - Centenary,"Toilets:,1,Air Conditioning"
Garden,Not provided,https://www.realestate.com.au/property-house-qld-inala-409733231,"Secure Parking,Carport Spaces:,2","<span class=""rate""></span>",2 Galileo Street,,4077,"[409733231, 409733231]","If big and spaces is what you want, you will like this. Hidden away in a cul-de-sac, quiet and peaceful, yet this property located not too far from Woolworth's, McDonald  and schools. ",House,Spacious Home,"$1,320",3,2,"[datetime.date(2018, 9, 26)]",Michelle Nguyen,"<span class=""price""></span>",Available Now,1,Inala,Rightway Realty - Darra,"Toilets:,1,Floorboards"
Property Type: House Garaging / carparking: Double lock-up Property Features: No Pets Allowed,https://www.realestate.com.au/floorplan_new.ds?id=424599682&theme=rea.rent,https://www.realestate.com.au/property-house-qld-riverhills-424599682,"Garage Spaces:,2,Fully Fenced","<span class=""rate""></span>",2 Lyndora Close,,4074,"[424599682, 424599682]","Situated in a quite street on a 635sqm corner block is this low set 4-bedroom home. Featuring a fully fenced yard, double garage and within in walking distance to local schools and public transport.",House,1 Week Rent Free - Corner Block Oasis,"$1,960",4,2,"[datetime.date(2018, 9, 26)]",Mel Rodrigo,"<span class=""price""></span>",Available Now,2,Riverhills,Harcourts Centenary Suburbs - Mt Ommaney,"Built-in Wardrobes,Dishwasher,Air Conditioning"
0,Not provided,https://www.realestate.com.au/property-unit-qld-sherwood-424583842,"Garage Spaces:,1","<span class=""rate""></span>",3/58 Primrose Street,,4075,"[424583842, 424583842]","- Sorry, no pets",Unit,SHERWOOD,"$1,200",2,1,"[datetime.date(2018, 9, 26)]",Cartwright Property Group,"<span class=""price""></span>",Thu 01-Nov-18,1,Sherwood,Cartwright Property Group - GRACEVILLE,"Broadband Internet Available,Air Conditioning"
"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden,  GAS cooking",Not provided,https://www.realestate.com.au/property-townhouse-qld-richlands-418982626,"Secure Parking,Garage Spaces:,2,Swimming Pool - Inground","<span class=""rate""></span>",77/31 Yerongpan Street,,4077,"[418982626, 418982626]","This   property is in a great location tucked away in a quiet estate, close to trains, shops, and major highways. A few minutes drive takes you to walks and parks in Forest Lake or to a few larger shopping centers nearby. ",Townhouse,"DOUBLE GARAGE unit,  NBN & Foxtel","$1,520",3,2,"[datetime.date(2018, 9, 26)]",Sharon Wendt,"<span class=""price""></span>",Thu 11-Oct-18,2,Richlands,Raine & Horne - Onsite Sales,"Toilets:,3,Air Conditioning"
Ceiling Fans,Not provided,https://www.realestate.com.au/property-house-qld-jamboree+heights-424620386,"Carport Spaces:,2,Balcony,Deck,Outdoor Entertaining Area","<span class=""rate""></span>",12 Troop Street,,4074,"[424620386, 424620386]",Family home with a bit of flair - this property is conveniently located in an elevated position handy to all the local facilities.,House,Stylish and Convenient,"$1,800",4,2,"[datetime.date(2018, 9, 26)]",Fiona Hayward,"<span class=""price""></span>",Sat 13-Oct-18,1,Jamboree Heights,Maison Real Estate -  Mount Ommaney,"Toilets:,2,Floorboards,Built-in Wardrobes,Dishwasher,Rumpus Room"
,Not provided,https://www.realestate.com.au/property-house-qld-fig+tree+pocket-421907818,,"<span class=""rate""></span>",40 Robertson Street,,4069,"[421907818, 421907818]",Are you looking for a great place to stay in an excellent location? ,House,Are you looking for a great place to stay in an...,$660,1,,"[datetime.date(2018, 9, 26)]",Innovation Rentals,"<span class=""price""></span>",Available Now,1,Fig Tree Pocket,Innovation Real Estate - Jamboree Heights,
,Not provided,https://www.realestate.com.au/property-house-qld-fig+tree+pocket-424465354,"Secure Parking,Garage Spaces:,2,Courtyard","<span class=""rate""></span>",33 Fenchurch Street,,4069,"[424465354, 424465354]","This neat 3 bedroom home is perfect for a couple or small family. Positioned in a quiet, tree-lined cul-de-sac with a North Easterly aspect it features polished timber floors, air-conditioning in the living area & main bedroom, galley style kitchen with dishwasher, raked ceiling with exposed beams and a double garage. No Pets Please.",House,Well Presented Home in Ideal Location,"$1,920",3,2,"[datetime.date(2018, 9, 26)]",John Crittenden,"<span class=""price""></span>",Available Now,1,Fig Tree Pocket,LJ Hooker - Kenmore,"Toilets:,1,Floorboards,Air Conditioning"
,Not provided,https://www.realestate.com.au/property-unit-qld-darra-424474030,"Garage Spaces:,1","<span class=""rate""></span>",2/32 Harcourt Road,,4076,"[424474030, 424474030]","Introducing this tidy unit offering 2 spacious bedrooms, main with built in wardrobe, there is a carpeted lounge room with air conditioning. Kitchen is well appointed with plenty of storage (overheads) and electric appliances. Close to Darra train station, Darra State School and great access to Ipswich Motorway, wont last long.",Unit,Tidy 2 Bedroom Unit - Close to Train!,"$1,000",2,1,"[datetime.date(2018, 9, 26)]",Melina Reardon,"<span class=""price""></span>",Available Now,1,Darra,First National - Springfield,
"Close to Schools, Close to Shops, Close to Transport",Not provided,https://www.realestate.com.au/property-house-qld-darra-415348311,,"<span class=""rate""></span>",,,4076,"[415348311, 415348311]",This home is very cosy and would suit a single person or couple.,House,Central location to train and shops,"$1,160",2,,"[datetime.date(2018, 9, 26)]",Jacqui Price,"<span class=""price""></span>",Available Now,1,Darra,Ray White - Middle Park,"Toilets:,1"
,Not provided,https://www.realestate.com.au/property-house-qld-fig+tree+pocket-424472834,"Remote Garage,Garage Spaces:,2,Open Car Spaces:,2,Balcony,Deck,Courtyard,Outdoor Entertaining Area,Fully Fenced,Swimming Pool - Inground","<span class=""rate""></span>",,Pet Friendly,4069,"[424472834, 424472834]","This homes is ideal for Executive type - Family who wants to have Grandparents stay, as it offers a ground Floor Bedroom complete with ensuite, Family with Teenage or small children - Has its own Home Theatre,",House,A Grand Home - It ticks all boxes...,,5,4,"[datetime.date(2018, 9, 26)]",Nick Mamara,"<span class=""price""></span>",Available Now,3,Fig Tree Pocket,Graceville Realty - Sherwood,"Ensuite:,2,Living Areas:,3,Toilets:,5,Alarm System,Intercom,Floorboards,Built-in Wardrobes,Dishwasher,Rumpus Room,Ducted Vacuum System,Ducted Heating,Ducted Cooling,Air Conditioning"
"Close to Schools, Close to Shops, Close to Transport",Not provided,https://www.realestate.com.au/property-house-qld-darra-419082038,"Secure Parking,Garage Spaces:,1","<span class=""rate""></span>",17/35 Ashridge Rd,,4076,"[419082038, 419082038]",This low maintenance & well looked after townhouse offers:,House,Large sized townhouse available soon!,"$1,600",4,1,"[datetime.date(2018, 9, 26)]",Michelle Nguyen,"<span class=""price""></span>",Available Now,2,Darra,Rightway Realty - Darra,
,Not provided,https://www.realestate.com.au/property-house-qld-darra-424502602,"Garage Spaces:,1","<span class=""rate""></span>",19 Killarney Street,,4076,"[424502602, 424502602]","** NO NEED TO REGISTER FOR INSPECTIONS, PLEASE TURN UP AT ANY ADVERTISED TIME **",House,Walk To Darra Station & Shops,"$1,600",3,1,"[datetime.date(2018, 9, 26)]",Property Management Team,"<span class=""price""></span>",Available Now,1,Darra,Professionals P J Torbey Real Estate -,"Toilets:,1"
