bed,price_des,title,url,date_available,other_feature,median_rent,indoor_feature,car,outdoor_feature,bond,suburb,agent,agency,bathroom,property_type,allowance,description,price,floorplan,property_id,rental_yield,post_code,crawl_date,street_address 
[5],$1200 per week,Imagine relaxing with this view?,https://www.realestate.com.au/property-house-qld-chelmer-424282290,Available Now,,"<span class=""price""></span>","Ensuite:,1,Living Areas:,1,Toilets:,3,Alarm System,Floorboards,Built-in Wardrobes,Dishwasher,Air Conditioning",[2],"Remote Garage,Garage Spaces:,2,Balcony,Deck,Outdoor Entertaining Area,Fully Fenced,Swimming Pool - Inground","$7,200",Chelmer,"Jaclyn Lazarou,Jonathan Najarro",Place - Graceville,[2],House,,Located amongst an enclave of prestigious waterfront residences this beautifully presented family home offers the perfect Chelmer lifestyle. ,"$1200,$1200,",Not provided,[424282290],"<span class=""rate""></span>",4068,"[datetime.date(2018, 9, 26)]",17 Sutton Street
[3],$375 per week,Modern 3 Bedroom,https://www.realestate.com.au/property-townhouse-qld-darra-424305390,Available Now,,"<span class=""price""></span>","Ensuite:,1,Living Areas:,1,Toilets:,3,Built-in Wardrobes,Split-system Air Conditioning,Air Conditioning",[2],"Remote Garage,Secure Parking,Garage Spaces:,1,Open Car Spaces:,1,Courtyard,Shed,Fully Fenced","$1,500",Darra,Manager,SeaScapeRE,[2],Townhouse,,"Recently renovated modern 3 bedroom townhouse perfect for a family or share living, located conveniently close to public transport and the shops. A short distance to the local schools. Complete with security screens on all doors and windows. 2 private car spaces available with extra parking on the street. ","$375,$375,",Not provided,[424305390],"<span class=""rate""></span>",4076,"[datetime.date(2018, 9, 26)]",13/91 Ashridge Road
[3],$490 per week,Ready to move in now!,https://www.realestate.com.au/property-townhouse-qld-mount+ommaney-424301250,Available Now,,"<span class=""price""></span>","Ensuite:,1,Living Areas:,1,Toilets:,2,Gym,Built-in Wardrobes,Air Conditioning",[2],"Remote Garage,Garage Spaces:,2,Deck,Courtyard,Outdoor Entertaining Area,Swimming Pool - Inground,Tennis Court","$1,960",Mount Ommaney,Metrocity Realty - Rental Department,Metrocity Realty - West End,[2],Townhouse,,Dont miss out on this modern 3-bedroom townhouse inside the exclusive Central Parklands community. ,"$490,$490,",Not provided,[424301250],"<span class=""rate""></span>",4074,"[datetime.date(2018, 9, 26)]",80 Greenway Circuit
[3],$420 per week,CHARACTER HOME WITH GATED ENTRY,https://www.realestate.com.au/property-house-qld-darra-424767566,Mon 29-Oct-18,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Formal Lounge","<span class=""price""></span>","Toilets:,2,Air Conditioning",[3],"Secure Parking,Carport Spaces:,3","$1,680",Darra,Debbie Swales,Ray White - Centenary,[1],House,Pet Friendly,"Ray White Centenary proudly offers for rent this highset colonial style home full of character charm. With high ceilings, VJ walls, stained glass, air con, ceiling fans and dishwasher - this home offers perfect balance of classic features and modern comfort. ","$420,$420,",https://www.realestate.com.au/floorplan_new.ds?id=424767566&theme=rea.rent,[424767566],"<span class=""rate""></span>",4076,"[datetime.date(2018, 9, 26)]",18 Shamrock Road
[4],$650 per week,Large Queenslander in Chelmer!,https://www.realestate.com.au/property-house-qld-chelmer-405328245,Available Now,,"<span class=""price""></span>",,[2],"Garage Spaces:,2","$2,600",Chelmer,Karyl Davies,Ray White - Middle Park,[2],House,,"This large Queenslander home features 3 bulit-in bedrooms upstairs and a bathroom, plus another bedroom and bathroom downstairs. Large living area, kitchen with dishwasher and a large laundry. The backyard is great for children and backs onto a park. Huge double lock-up garage. Upstairs are polished floors with timber floors downstairs.","$650,$650,",Not provided,[405328245],"<span class=""rate""></span>",4068,"[datetime.date(2018, 9, 26)]",69 Leybourne Street
[3],$340 per week,MODERN 3 BEDROOM TOWNHOUSE LOCATED IN RICHLANDS,https://www.realestate.com.au/property-townhouse-qld-richlands-424326366,Available Now,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden","<span class=""price""></span>","Toilets:,3,Air Conditioning",[1],"Secure Parking,Garage Spaces:,1,Swimming Pool - Inground","$1,400",Richlands,Michael Cai,Raine & Horne - Onsite Sales,[3],Townhouse,,This beautiful Near new townhouse has great features including:,"$340,$340,",Not provided,[424326366],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",83 OLD PROGRESS ROAD
[4],$600 Weekly,Supremely Spacious & Perfectly Positioned,https://www.realestate.com.au/property-house-qld-sinnamon+park-424336414,Available Now,,"<span class=""price""></span>","Ensuite:,1,Toilets:,3",[2],"Remote Garage,Garage Spaces:,2",,Sinnamon Park,Centenary Real Estate,Centenary Real Estate - Jindalee,[2],House,,"This absolutely beautifully maintained family home high on the hill in Sinnamon Park is being welcome to the rental market for the very first time. With an abundance of inclusions like new ducted air conditioning throughout, new carpets, city views from the top deck, large level fully fenced yard and more - this property is truly one not to be missed!","$600,$600,",Not provided,[424336414],"<span class=""rate""></span>",4073,"[datetime.date(2018, 9, 26)]",8 FOLEY PLACE
[3],$365 p.w.,Bring the family,https://www.realestate.com.au/property-house-qld-riverhills-424400706,Available Now,Property Type: House Garaging / carparking: Single lock-up,"<span class=""price""></span>",,[1],"Garage Spaces:,1","$1,460",Riverhills,Harcourts South West BDM,Harcourts Centenary Suburbs - Mt Ommaney,[1],House,Pet Friendly,"Family home close to all amenities. 3 bedroom brick with fresh new carpet. All bedrooms with built ins. Entertainment area overlooking fully fenced back yard, perfect for the family and pets. Call now dont miss out.","$365,$365,",Not provided,[424400706],"<span class=""rate""></span>",4074,"[datetime.date(2018, 9, 26)]",71 Paluna Street
[3],$425 per week,A True Suburban Gem in the Most Perfect Location,https://www.realestate.com.au/property-house-qld-jamboree+heights-418623702,Available Now,,"<span class=""price""></span>",,[2],"Garage Spaces:,2","$1,700",Jamboree Heights,For Rent (QLD),For Sale By Owner Australia,[2],House,,The Phone Code for this property is: 67097. Please quote this number when phoning or texting.,"$425,$425,",Not provided,[418623702],"<span class=""rate""></span>",4074,"[datetime.date(2018, 9, 26)]",4 Mercator Street
[2],$375 Per Week,"Location, Convenience and Contemporay",https://www.realestate.com.au/property-unit-qld-sherwood-418344114,Available Now,"Balcony, Low maintenance","<span class=""price""></span>","Ensuite:,1,Air Conditioning",[1],"Garage Spaces:,1,Balcony","$1,560",Sherwood,Sharna Nixon-Smith,Arthur Conias Real Estate - Toowong,[2],Unit,,"This stylish two bedroom, two bathroom home is located just walking distance to the Corinda train station and local shops. This is a small boutique complex that is sure to impress with the style and a generous proportioned unit with ducted-air-conditioning and contemporary kitchen complete with Caesar-stone bench tops. ","$375,$375,",Not provided,[418344114],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",3/107 Jerrold Street
[4],$650 Per Week,SPACIOUS INDOOR & OUTDOOR LIVING. QUIET LEAFY POCKET.,https://www.realestate.com.au/property-house-qld-fig+tree+pocket-424365966,Available Now,,"<span class=""price""></span>","Living Areas:,2,Toilets:,1,Built-in Wardrobes,Dishwasher,Air Conditioning",[1],"Garage Spaces:,1,Shed","$2,600",Fig Tree Pocket,Lesley Walsh,Walsh and Dixon Real Estate - Graceville,[2],House,Pet Friendly,"This low maintenance, low set brick and tile home offering 4 bedrooms, ensuite, good sized formal and family living spilling to a large covered outdoor patio and secure rear garden is situated in a quiet leafy, riverside precinct with parkland, cycle paths and riverside walkways a short stroll away.","$650,$650,",Not provided,[424365966],"<span class=""rate""></span>",4069,"[datetime.date(2018, 9, 26)]",846 Fig Tree Pocket Rd
[2],$320 per week,SHERWOOD,https://www.realestate.com.au/property-unit-qld-sherwood-424342962,Available Now,0,"<span class=""price""></span>","Floorboards,Broadband Internet Available,Built-in Wardrobes,Dishwasher,Air Conditioning",[1],"Carport Spaces:,1,Balcony","$1,280",Sherwood,Cartwright Property Group,Cartwright Property Group - GRACEVILLE,[1],Unit,,"- Sorry, no pets","$320,$320,",Not provided,[424342962],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",3/66 Bute Street
[3],$390 per week,First Week Rent Free then $390.00 Per Week,https://www.realestate.com.au/property-townhouse-qld-mount+ommaney-405713616,Available Now,,"<span class=""price""></span>","Ensuite:,1,Toilets:,3,Built-in Wardrobes,Dishwasher,Split-system Air Conditioning,Reverse-cycle Air Conditioning",[1],"Remote Garage,Garage Spaces:,1,Balcony,Courtyard,Swimming Pool - Inground","$1,560",Mount Ommaney,Peter Kilby,Maison Real Estate -  Mount Ommaney,[2],Townhouse,,"Located in the heart of the Centenary Suburbs, this townhouse is convenient and comfortable.","$390,$390,",Not provided,[405713616],"<span class=""rate""></span>",4074,"[datetime.date(2018, 9, 26)]",3/1 Abel Smith Crescent
[4],$395 per week,4 BED. 2 BATH. DBL GAR. AIR CON. WELL PRICED,https://www.realestate.com.au/property-house-qld-riverhills-411600235,Thu 11-Oct-18,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden","<span class=""price""></span>","Toilets:,2,Air Conditioning",[2],"Secure Parking,Garage Spaces:,2","$1,580",Riverhills,Debbie Swales,Ray White - Centenary,[2],House,Pet Friendly,Ray White Centenary offers for rent this low-set rendered home in a quiet street in Riverhills. ,"$395,$395,",Not provided,[411600235],"<span class=""rate""></span>",4074,"[datetime.date(2018, 9, 26)]",10 Bensley Place
[1],$295 per week,TRANQUIL ONE BEDROOM UNIT - FURNISHED,https://www.realestate.com.au/property-apartment-qld-chelmer-424459058,Available Now,,"<span class=""price""></span>",,,,"$1,180",Chelmer,Zoe Wales,Ray White Sherwood/Graceville,[1],Apartment,,Located in the gorgeous leafy suburb of Chelmer you will find this stunning furnished one bedroom unit. ,"$295,$295,",Not provided,[424459058],"<span class=""rate""></span>",4068,"[datetime.date(2018, 9, 26)]",79c Honour Avenue
[3],$645 per week,CHARMING and DELIGHTFUL - GARDENING INCLUDED,https://www.realestate.com.au/property-house-qld-fig+tree+pocket-424465238,Available Now,,"<span class=""price""></span>","Ensuite:,1,Living Areas:,3,Toilets:,3,Study,Workshop,Floorboards,Built-in Wardrobes,Dishwasher,Air Conditioning",[5],"Remote Garage,Secure Parking,Carport Spaces:,1,Garage Spaces:,2,Open Car Spaces:,2,Balcony,Courtyard,Outdoor Entertaining Area","$2,580",Fig Tree Pocket,Marie Moore,HAVEN RESIDENTIAL,[2],House,,A charming architect designed hideaway will make you forget that a busy life exists only minutes away. ,"$645,$645,",Not provided,[424465238],"<span class=""rate""></span>",4069,"[datetime.date(2018, 9, 26)]",22 Mandalay St
[4],$430 PETS OK,"Dual Living (4th bed, bath + rumpus downstairs) Pet Friendly & Fenced - Double Carport + Off St - Large bedrooms - 2 Living Areas - Walk to Cafes.",https://www.realestate.com.au/property-house-qld-chelmer-421710010,Available Now,,"<span class=""price""></span>",Air Conditioning,[2],"Garage Spaces:,2",,Chelmer,Leasing Crew,Rentfresh Property Management - Fortitude Valley,[2],House,Pet Friendly,"Tenants Book Inspection 24/7. Simply ""EMAIL AGENT"", receive instant SMS and Email to book a day and time that suits you to inspect.","$430,$430,",Not provided,[421710010],"<span class=""rate""></span>",4068,"[datetime.date(2018, 9, 26)]",1 Leybourne Street
[3],$625.00 per week,Great Entertainer - Air Con - Pets,https://www.realestate.com.au/property-house-qld-graceville-422726458,Available Now,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden","<span class=""price""></span>","Toilets:,2,Floorboards,Air Conditioning",[2],"Garage Spaces:,2,Balcony","$2,500",Graceville,Renate Van Den Berg,Ray White - Holland Park,[2],House,Pet Friendly,"This charming modernised home, with genuine charm and character, is modern and very functional and has been designed for easy living. The modern family kitchen is central to the home and features loads of cupboard and drawer space and the must have dishwasher. This blends easily with the lounge and dining areas gently spilling out to the huge covered entertaining area and the rear yard is fabulous with mature trees and low maintenance landscaping gives a real sense of peaceful privacy. Great features include:","$625,$625,",Not provided,[422726458],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",128 Strong Avenue
[3],$440 Weekly,BRILLIANT LOCATION + FRESHLY UPDATED!!,https://www.realestate.com.au/property-house-qld-jindalee-404516127,Available Now,,"<span class=""price""></span>",,[2],"Garage Spaces:,2","$1,800",Jindalee,Rentals - Centenary Real Estate,Centenary Real Estate - Jindalee,[2],House,,"This property is in a great location - an easy walk to Jindalee State School,bus stops,sporting grounds and riverside park.","$440,$440,",Not provided,[404516127],"<span class=""rate""></span>",4074,"[datetime.date(2018, 9, 26)]",28 Cobbadah Street
[3],$330 p/w,Good size home,https://www.realestate.com.au/property-house-qld-inala-424038910,Available Now,"close to schools,close to transport","<span class=""price""></span>",Built-in Wardrobes,[3],"Carport Spaces:,1,Open Car Spaces:,2","$1,320",Inala,Property Management Team,Coulson Real Estate - Inala,[1],House,,"This 3 bedroom home has plenty of room from kids to play in the back yard. Inside we have open plan living kitchen and lounge room, 3 good size bedroom with built- ins robes, outside laundry, ramp out the front and a water tank","$330,$330,",Not provided,[424038910],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",97 Azalea  Street
[2],$290 per week,SHERWOOD,https://www.realestate.com.au/property-unit-qld-sherwood-424048486,Available Now,0,"<span class=""price""></span>","Floorboards,Broadband Internet Available",[1],"Carport Spaces:,1","$1,160",Sherwood,Cartwright Property Group,Cartwright Property Group - GRACEVILLE,[1],Unit,,"- Sorry, no pets","$290,$290,",Not provided,[424048486],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",4/97 Dewar Terrace
[3],$345 Weekly,Convenience Plus!,https://www.realestate.com.au/property-house-qld-darra-424025646,Available Now,,"<span class=""price""></span>","Ensuite:,1,Toilets:,3",[1],"Garage Spaces:,1",,Darra,Rentals - Centenary Real Estate,Centenary Real Estate - Jindalee,[2],House,,This lovely townhouse located within a stones throw of all the amenities Darra has to offer is being welcomed to the rental market for the first time.,"$345,$345,",Not provided,[424025646],"<span class=""rate""></span>",4076,"[datetime.date(2018, 9, 26)]",12/91 ASHRIDGE ROAD
[5],$700.00 per week,Amazing Family Home – Stunning Character – Pet Friendly,https://www.realestate.com.au/property-house-qld-graceville-423014430,Fri 12-Oct-18,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden","<span class=""price""></span>","Toilets:,2,Floorboards,Air Conditioning",[2],"Garage Spaces:,2,Balcony","$2,800",Graceville,Renate Van Den Berg,Ray White - Holland Park,[2],House,Pet Friendly,"Charm and character define this traditional Queenslander. Close to the local French bakery, Patisserie and village shops this home offers lifestyle and easy family living. The features such as the stained glass doors create a gorgeous ambience and warmth which flows throughout the home. Central to the heart of the home is the lounge which effortlessly flows to the kitchen and dining area then opening through French doors to the large rear deck. With suburb views and Mt Cootha in the distance it is the perfect place to relax and catch the evening breeze. Come enjoy:","$700,$700,",Not provided,[423014430],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",92 Graceville Avenue
[4],$755 per week,Single Level Home in Quiet Neighbourhood,https://www.realestate.com.au/property-house-qld-fig+tree+pocket-418962446,Fri 05-Oct-18,"Built-In Wardrobes, Close to Schools, Close to Transport, Garden, Formal Lounge, shed,  deck","<span class=""price""></span>","Toilets:,1,Air Conditioning",[4],"Secure Parking,Garage Spaces:,2,Open Car Spaces:,2,Balcony,Swimming Pool - Inground","$3,020",Fig Tree Pocket,MetroWest Rentals,Ray White Metro West,[2],House,,"Homeliness and warmth seeps from the pores of this property for rent in this quiet riverside enclave of Fig Tree Pocket.  #55 Botticelli really is the perfect family home with plenty of entertaining spaces, safe areas for children to play and enough room for quality ‘me time' for all family members. ","$755,$755,",Not provided,[418962446],"<span class=""rate""></span>",4069,"[datetime.date(2018, 9, 26)]",55 Botticelli Street
[3],$360 PW,Conveniently located tidy townhouse in Sherwood,https://www.realestate.com.au/property-unit-qld-sherwood-424352786,Available Now,,"<span class=""price""></span>",Built-in Wardrobes,[1],"Secure Parking,Garage Spaces:,1,Balcony,Courtyard","$1,440",Sherwood,Kimberley Cattermole,First National - Springfield,[1],Unit,,Neat and Spacious Townhouse waiting for you!,"$360,$360,",Not provided,[424352786],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",1/24 Hood Street
[3],$350 per week,Perfect family home + Pets Ok!,https://www.realestate.com.au/property-house-qld-inala-424050506,Available Now,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Solarl P","<span class=""price""></span>","Toilets:,2,Floorboards,Air Conditioning",[1],"Carport Spaces:,1","$1,400",Inala,Courtney Pearson,One Agency - Forest Lake,[1],House,Pet Friendly,"Offering a simple layout, this home features a large air-conditioned lounge and dining space, with the 3 bedrooms and 1 bathroom located privately down the hallway.","$350,$350,",Not provided,[424050506],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",82 Aldebaran Street
[4],$400 per week,4 bedroom home in great location close to everything,https://www.realestate.com.au/property-house-qld-richlands-424071526,Available Now,,"<span class=""price""></span>","Ensuite:,1",[1],"Garage Spaces:,1","$1,600",Richlands,Denny Dao,LITTLE Real Estate - FOREST LAKE,[2],House,Pet Friendly,If you are after a private and quiet neighbourhood this is the one for you.,"$400,$400,",Not provided,[424071526],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",8 Flower Place
[3],$360/Wk,38/15 James Edward Street Richlands,https://www.realestate.com.au/property-townhouse-qld-richlands-424088338,Available Now,,"<span class=""price""></span>","Ensuite:,1,Toilets:,3",[1],"Remote Garage,Garage Spaces:,1","$1,440",Richlands,Richlands Rise,Australian Property Management Alliance - Mango Hill,[2],Townhouse,,"Newly refurbished looks and well spaced rooms, it is perfect for couples and small families!","$360,$360,",Not provided,[424088338],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",38/15 James Edward Street
[3],$335 per week,** PRICE REDUCTION **    CONVENIENTLY LOCATED 3 BEDROOM HOME,https://www.realestate.com.au/property-house-qld-jamboree+heights-415840969,Available Now,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden","<span class=""price""></span>","Toilets:,1",[2],"Secure Parking,Garage Spaces:,2","$1,340",Jamboree Heights,Debbie Swales,Ray White - Centenary,[1],House,Pet Friendly,LOCATION! LOCATION! LOCATION!     CLOSE TO SCHOOLS! SHOPS! TRANSPORT!,"$335,$335,",https://www.realestate.com.au/floorplan_new.ds?id=415840969&theme=rea.rent,[415840969],"<span class=""rate""></span>",4074,"[datetime.date(2018, 9, 26)]",24 Dandenong Road
[2],$285 p/w,2 bedroom as new,https://www.realestate.com.au/property-house-qld-inala-421546710,Available Now,"modern bathroom,modern kitchen,close to schools,close to shops,close to transport","<span class=""price""></span>","Built-in Wardrobes,Air Conditioning",,,"$1,140",Inala,Property Management Team,Coulson Real Estate - Inala,[1],House,,As in looking flat at the back of the property has 2 bedrooms.it is fully fenced and has its own yard.,"$285,$285,",Not provided,[421546710],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",19a Blackthorn Street
[2],$395 per week,Modern Top Floor Apartment - Close to Everything!,https://www.realestate.com.au/property-unit-qld-sherwood-424096390,Available Now,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport","<span class=""price""></span>",Air Conditioning,[1],"Secure Parking,Garage Spaces:,1,Balcony","$1,580",Sherwood,Zoe Wales,Ray White Sherwood/Graceville,[2],Unit,,"Located close to everything, a true stunner!","$395,$395,",Not provided,[424096390],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",7/23 Hood Street
[3],$330 p.w.,1 Weeks free Rent!!!,https://www.realestate.com.au/property-house-qld-darra-424112070,Available Now,Property Type: House Garaging / carparking: Open carport Property Features: Pets Allowed,"<span class=""price""></span>",Built-in Wardrobes,[1],"Garage Spaces:,1","$1,320",Darra,Harcourts South West BDM,Harcourts Centenary Suburbs - Mt Ommaney,[1],House,Pet Friendly,"A lovely three bedroom home with character is available for you!!!  You will be greeted with a charming gated front porch ideal for an afternoon cup of tea.  Timber floating floors open up the combined Lounge and Dining.  The double glass doors from the lounge room opens onto the front porch.  This room is also air conditioned with a reverse cycle split system for those hot summer days and cooler winter months.  Alternatively, you might like to burn a couple of logs on the fireplace this winter for a cosy night in.","$330,$330,",Not provided,[424112070],"<span class=""rate""></span>",4076,"[datetime.date(2018, 9, 26)]",6 Popondetta Close
[3],$375.00 per week,AIR CONDITIONED! BRILLIANT THREE BEDROOM TOWNHOUSE!!,https://www.realestate.com.au/property-townhouse-qld-sumner-410983219,Available Now,,"<span class=""price""></span>","Ensuite:,1,Built-in Wardrobes,Dishwasher,Split-system Air Conditioning",[1],"Remote Garage,Secure Parking,Garage Spaces:,1,Balcony,Deck","$1,500",Sumner,Wise Realty,Wise Realty,[2],Townhouse,,Modern 3 bedroom townhouse with character features:,"$375,$375,",Not provided,[410983219],"<span class=""rate""></span>",4074,"[datetime.date(2018, 9, 26)]",9/18 Stockwhip Place
[4],Why Rent When You Can Buy? Rent to Own Today!,Rent to Own Today! Low Deposit Finance Options Available for Both First and Second Home Buyers! (Full Time Employment Required $50k+ per year),https://www.realestate.com.au/property-house-qld-oxley-424172230,Available Now,,"<span class=""price""></span>","Broadband Internet Available,Built-in Wardrobes,Pay TV Access,Dishwasher,Air Conditioning",[2],"Secure Parking,Garage Spaces:,2,Outdoor Entertaining Area,Fully Fenced",,Oxley,Charles Knight Property,Charles Knight Property - NEW FARM,[2],House,"Pet Friendly,Smokers","No Deposit, No Worries! ",,Not provided,[424172230],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",
[2],$325 p.w.,You Snooze You Loose - #CatchMeBeforeIGetRented,https://www.realestate.com.au/property-unit-qld-corinda-407726669,Available Now,Property Type: Unit Garaging / carparking: Single lock-up,"<span class=""price""></span>",Dishwasher,[1],"Garage Spaces:,1","$1,300",Corinda,Harcourts South West BDM,Harcourts Centenary Suburbs - Mt Ommaney,[1],Unit,,"You can leave the car behind and take a short stroll to trendy Corinda Village with its cafes, Coles, medical centre,  train station and Private and State Schools with walking distance. ","$325,$325,",Not provided,[407726669],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",4/677 Oxley Road
[1],$170 p.w.,1 Bedroom Granny Flat with Private Yard,https://www.realestate.com.au/property-unit-qld-inala-424224958,Available Now,"Property Type: Unit, House Property Features: Unfurnished, Smoke alarms","<span class=""price""></span>","Living Areas:,1",,,$680,Inala,Harcourts Beyond Rentals,Harcourts Beyond - SUNNYBANK,[1],Unit,,This tidy 1 bedroom granny flat has a tiled combined kitchen & lounge area with electric cooking appliances and generous pantry space. ,"$170,$170,",Not provided,[424224958],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",20B Libra Street
[3],$390 per week,SPACIOUS 3 BED 2 GARAGE with View - WALK TO ALDI AND BUS,https://www.realestate.com.au/property-townhouse-qld-oxley-422178518,Available Now,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Formal Lounge","<span class=""price""></span>",Air Conditioning,[2],"Secure Parking,Garage Spaces:,2,Balcony,Swimming Pool - Inground","$1,560",Oxley,Tony Lin,RAAS Group,[2],Townhouse,,READY FOR MOVE IN.,"$390,$390,",Not provided,[422178518],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",32/100 Oakmont Avenue
[3],$390 per week,3 BEDROOM PLUS STUDY - 2 GARAGE FREE MOWING - WALK TO ALDI AND BUS,https://www.realestate.com.au/property-townhouse-qld-oxley-422096158,Available Now,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden","<span class=""price""></span>","Toilets:,3,Air Conditioning",[3],"Secure Parking,Garage Spaces:,2,Open Car Spaces:,1,Swimming Pool - Inground","$1,560",Oxley,Tony Lin,RAAS Group,[2],Townhouse,,SPACIOUS 3 BEDROOM TOWNHOUSE.,"$390,$390,",Not provided,[422096158],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",40/100 Oakmont Avenue
[3],$530 per week,Luxury 3 bedrooms Townhouse,https://www.realestate.com.au/property-townhouse-qld-mount+ommaney-422301614,Available Now,0,"<span class=""price""></span>","Ensuite:,1,Toilets:,3,Built-in Wardrobes,Air Conditioning",[2],"Remote Garage,Garage Spaces:,2,Deck,Fully Fenced,Swimming Pool - Inground,Tennis Court","$2,120",Mount Ommaney,Yeni Cook 0411036998,Joy Realty - Sunnybank,[2],Townhouse,,"READY for you now!  New painting through out the townhouse and new carpet.Contemporary townhouse offers you open plan living with privacy, set in exclusive Central Parklands. Not only do you get 3 good sized bedroom with plenty of storage in each room, you have a large ensuite and main bathroom with bath to relax and re-cooperate.  The open living area allows for a number of furniture placement options with direct access to your own private timber deck.  Air-conditioned up and down and dishwasher completes the picture for you. As a Central Parklands resident you also receive full membership to the exclusive Rec Club. Where you can swim or do laps in the 25 metre pool and take in the heated spa, maybe have a hit on the full size tennis court, perhaps the well-appointed gymnasium is your thing.  Then you have sauna, BBQ's and kitchen facilities to round up the day. Even better you don't have to maintain them and someone else cuts the footpath grass for you.  This property is just a couple of minutes' walk to Mount Ommaney shopping centre and express bus station. It is also close to many other services and facilities. Double car remote control garage.","$530,$530,",Not provided,[422301614],"<span class=""rate""></span>",4074,"[datetime.date(2018, 9, 26)]",74 Greenway Circuit
[5],$995 per week,Mount Ommaney Mansion,https://www.realestate.com.au/property-house-qld-mount+ommaney-424195306,Available Now,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Fireplace(s)","<span class=""price""></span>","Toilets:,4,Alarm System,Floorboards,Air Conditioning",[2],"Secure Parking,Garage Spaces:,2,Balcony,Swimming Pool - Inground","$3,980",Mount Ommaney,"Lauren Matbouly,Satvir Nassar",Brisbane Real Estate - Indooroopilly,[4],House,Pet Friendly,"This unique, European-style mansion offers sophisticated interior details with generous open spaces as well enjoying sensational views of McLeod Country Golf Course.","$995,$995,",Not provided,[424195306],"<span class=""rate""></span>",4074,"[datetime.date(2018, 9, 26)]",49 Drysdale Street
[3],370 wekly,Living in Richlands,https://www.realestate.com.au/property-townhouse-qld-richlands-422948186,Available Now,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Onsite Managers","<span class=""price""></span>","Toilets:,3,Air Conditioning",[2],"Secure Parking,Garage Spaces:,2,Swimming Pool - Inground","$1,480",Richlands,Summer Dong,Raine & Horne - Onsite Sales,[2],Townhouse,Pet Friendly,Be quick for this rare opportunity. Family friendly and secured complex in the best location of Richlands. ,,Not provided,[422948186],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",36 Kathleen
[3],$370 per week,BRAND NEW TOWNHOUSES!!,https://www.realestate.com.au/property-townhouse-qld-richlands-422476138,Available Now,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport","<span class=""price""></span>",Air Conditioning,[1],"Secure Parking,Garage Spaces:,1,Balcony","$1,480",Richlands,Telisha Cook,Impact Real Estate Solution - UNDERWOOD,[2],Townhouse,Pet Friendly,These stylish and spacious modern townhouses are brand new and ready to move in now so get in quick as they wont last long!,"$370,$370,",Not provided,[422476138],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",43 Brentford Road
[3],$495 per week,Beautiful Home Near Oxley Train Station for Rent,https://www.realestate.com.au/property-house-qld-oxley-423077666,Available Now,,"<span class=""price""></span>",,[1],"Carport Spaces:,1","$2,000",Oxley,,Rentbetter - Bondi,[1],House,,PROPERTY ID: 6330,"$495,$495,",Not provided,[423077666],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",17. Merring Street
