title,price,url,indoor_feature,bed,description,car,median_rent,other_feature,post_code,property_type,property_id,bond,rental_yield,crawl_date,price_des,street_address,agency,bathroom,suburb,floorplan,agent,date_available,outdoor_feature 
SHERWOOD,"$320,$320,",https://www.realestate.com.au/property-unit-qld-sherwood-424342962,"Floorboards,Broadband Internet Available,Built-in Wardrobes,Dishwasher,Air Conditioning",[2],"- Sorry, no pets",[1],"<span class=""price""></span>",0,4075,Unit,[424342962],"$1,280","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$320 per week,3/66 Bute Street,Cartwright Property Group - GRACEVILLE,[1],Sherwood,Not provided,Cartwright Property Group,Available Now,"Carport Spaces:,1,Balcony"
Conveniently located tidy townhouse in Sherwood,"$360,$360,",https://www.realestate.com.au/property-unit-qld-sherwood-424352786,Built-in Wardrobes,[3],Neat and Spacious Townhouse waiting for you!,[1],"<span class=""price""></span>",,4075,Unit,[424352786],"$1,440","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$360 PW,1/24 Hood Street,First National - Springfield,[1],Sherwood,Not provided,Kimberley Cattermole,Available Now,"Secure Parking,Garage Spaces:,1,Balcony,Courtyard"
SPACIOUS INDOOR & OUTDOOR LIVING. QUIET LEAFY POCKET.,"$650,$650,",https://www.realestate.com.au/property-house-qld-fig+tree+pocket-424365966,"Living Areas:,2,Toilets:,1,Built-in Wardrobes,Dishwasher,Air Conditioning",[4],"This low maintenance, low set brick and tile home offering 4 bedrooms, ensuite, good sized formal and family living spilling to a large covered outdoor patio and secure rear garden is situated in a quiet leafy, riverside precinct with parkland, cycle paths and riverside walkways a short stroll away.",[1],"<span class=""price""></span>",,4069,House,[424365966],"$2,600","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$650 Per Week,846 Fig Tree Pocket Rd,Walsh and Dixon Real Estate - Graceville,[2],Fig Tree Pocket,Not provided,Lesley Walsh,Available Now,"Garage Spaces:,1,Shed"
4 BED. 2 BATH. DBL GAR. AIR CON. WELL PRICED,"$395,$395,",https://www.realestate.com.au/property-house-qld-riverhills-411600235,"Toilets:,2,Air Conditioning",[4],Ray White Centenary offers for rent this low-set rendered home in a quiet street in Riverhills. ,[2],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",4074,House,[411600235],"$1,580","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$395 per week,10 Bensley Place,Ray White - Centenary,[2],Riverhills,Not provided,Debbie Swales,Thu 11-Oct-18,"Secure Parking,Garage Spaces:,2"
A True Suburban Gem in the Most Perfect Location,"$425,$425,",https://www.realestate.com.au/property-house-qld-jamboree+heights-418623702,,[3],The Phone Code for this property is: 67097. Please quote this number when phoning or texting.,[2],"<span class=""price""></span>",,4074,House,[418623702],"$1,700","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$425 per week,4 Mercator Street,For Sale By Owner Australia,[2],Jamboree Heights,Not provided,For Rent (QLD),Available Now,"Garage Spaces:,2"
Bring the family,"$365,$365,",https://www.realestate.com.au/property-house-qld-riverhills-424400706,,[3],"Family home close to all amenities. 3 bedroom brick with fresh new carpet. All bedrooms with built ins. Entertainment area overlooking fully fenced back yard, perfect for the family and pets. Call now dont miss out.",[1],"<span class=""price""></span>",Property Type: House Garaging / carparking: Single lock-up,4074,House,[424400706],"$1,460","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$365 p.w.,71 Paluna Street,Harcourts Centenary Suburbs - Mt Ommaney,[1],Riverhills,Not provided,Harcourts South West BDM,Available Now,"Garage Spaces:,1"
First Week Rent Free then $390.00 Per Week,"$390,$390,",https://www.realestate.com.au/property-townhouse-qld-mount+ommaney-405713616,"Ensuite:,1,Toilets:,3,Built-in Wardrobes,Dishwasher,Split-system Air Conditioning,Reverse-cycle Air Conditioning",[3],"Located in the heart of the Centenary Suburbs, this townhouse is convenient and comfortable.",[1],"<span class=""price""></span>",,4074,Townhouse,[405713616],"$1,560","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$390 per week,3/1 Abel Smith Crescent,Maison Real Estate -  Mount Ommaney,[2],Mount Ommaney,Not provided,Peter Kilby,Available Now,"Remote Garage,Garage Spaces:,1,Balcony,Courtyard,Swimming Pool - Inground"
Great Entertainer - Air Con - Pets,"$625,$625,,00,00,",https://www.realestate.com.au/property-house-qld-graceville-422726458,"Toilets:,2,Floorboards,Air Conditioning",[3],"This charming modernised home, with genuine charm and character, is modern and very functional and has been designed for easy living. The modern family kitchen is central to the home and features loads of cupboard and drawer space and the must have dishwasher. This blends easily with the lounge and dining areas gently spilling out to the huge covered entertaining area and the rear yard is fabulous with mature trees and low maintenance landscaping gives a real sense of peaceful privacy. Great features include:",[2],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",4075,House,[422726458],"$2,500","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$625.00 per week,128 Strong Avenue,Ray White - Holland Park,[2],Graceville,Not provided,Renate Van Den Berg,Available Now,"Garage Spaces:,2,Balcony"
Pick Me Up Before I Go Go!,"$350,$350,",https://www.realestate.com.au/property-house-qld-riverhills-413238427,,[3],"This lowset brick and tile home offers three bedrooms and one bathroom. The property features security screens throughout and ceiling fans in 2 bedrooms. Enjoy entertaining with a good-sized tiled kitchen, dining room and separate lounge. Also offers single lock-up garage and the backyard is fully fenced. Pets are negotiable. ",[1],"<span class=""price""></span>",Property Type: House Garaging / carparking: Single lock-up Property Features: Smoke alarms,4074,House,[413238427],"$1,400","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$350 p.w.,328 Sumners Road,Harcourts Centenary Suburbs - Mt Ommaney,[1],Riverhills,Not provided,Harcourts South West BDM,Available Now,"Garage Spaces:,1"
Good size home,"$330,$330,",https://www.realestate.com.au/property-house-qld-inala-424038910,Built-in Wardrobes,[3],"This 3 bedroom home has plenty of room from kids to play in the back yard. Inside we have open plan living kitchen and lounge room, 3 good size bedroom with built- ins robes, outside laundry, ramp out the front and a water tank",[3],"<span class=""price""></span>","close to schools,close to transport",4077,House,[424038910],"$1,320","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$330 p/w,97 Azalea  Street,Coulson Real Estate - Inala,[1],Inala,Not provided,Property Management Team,Available Now,"Carport Spaces:,1,Open Car Spaces:,2"
Convenience Plus!,"$345,$345,",https://www.realestate.com.au/property-house-qld-darra-424025646,"Ensuite:,1,Toilets:,3",[3],This lovely townhouse located within a stones throw of all the amenities Darra has to offer is being welcomed to the rental market for the first time.,[1],"<span class=""price""></span>",,4076,House,[424025646],,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$345 Weekly,12/91 ASHRIDGE ROAD,Centenary Real Estate - Jindalee,[2],Darra,Not provided,Rentals - Centenary Real Estate,Available Now,"Garage Spaces:,1"
BRILLIANT LOCATION + FRESHLY UPDATED!!,"$440,$440,",https://www.realestate.com.au/property-house-qld-jindalee-404516127,,[3],"This property is in a great location - an easy walk to Jindalee State School,bus stops,sporting grounds and riverside park.",[2],"<span class=""price""></span>",,4074,House,[404516127],"$1,800","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$440 Weekly,28 Cobbadah Street,Centenary Real Estate - Jindalee,[2],Jindalee,Not provided,Rentals - Centenary Real Estate,Available Now,"Garage Spaces:,2"
Amazing Family Home – Stunning Character – Pet Friendly,"$700,$700,,00,00,",https://www.realestate.com.au/property-house-qld-graceville-423014430,"Toilets:,2,Floorboards,Air Conditioning",[5],"Charm and character define this traditional Queenslander. Close to the local French bakery, Patisserie and village shops this home offers lifestyle and easy family living. The features such as the stained glass doors create a gorgeous ambience and warmth which flows throughout the home. Central to the heart of the home is the lounge which effortlessly flows to the kitchen and dining area then opening through French doors to the large rear deck. With suburb views and Mt Cootha in the distance it is the perfect place to relax and catch the evening breeze. Come enjoy:",[2],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",4075,House,[423014430],"$2,800","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$700.00 per week,92 Graceville Avenue,Ray White - Holland Park,[2],Graceville,Not provided,Renate Van Den Berg,Fri 12-Oct-18,"Garage Spaces:,2,Balcony"
Room for the whole EXTENDED family and PET FREINDLY!,"$620,$620,",https://www.realestate.com.au/property-house-qld-inala-424745322,"Toilets:,3",[6],Looking for the perfect home that has space for the whole family?  Or are you looking for the perfect teenagers retreat for those that aren't ready to leave the nest? Look no further because this property has it all!,[4],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Ceiling Fans",4077,House,[424745322],"$2,480","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$620 per week,4 Cygnus Street,One Agency - Forest Lake,[3],Inala,Not provided,Courtney Pearson,Available Now,"Garage Spaces:,2,Open Car Spaces:,2"
Modern 3 Bedroom,"$375,$375,",https://www.realestate.com.au/property-townhouse-qld-darra-424305390,"Ensuite:,1,Living Areas:,1,Toilets:,3,Built-in Wardrobes,Split-system Air Conditioning,Air Conditioning",[3],"Recently renovated modern 3 bedroom townhouse perfect for a family or share living, located conveniently close to public transport and the shops. A short distance to the local schools. Complete with security screens on all doors and windows. 2 private car spaces available with extra parking on the street. ",[2],"<span class=""price""></span>",,4076,Townhouse,[424305390],"$1,500","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$375 per week,13/91 Ashridge Road,SeaScapeRE,[2],Darra,Not provided,Manager,Available Now,"Remote Garage,Secure Parking,Garage Spaces:,1,Open Car Spaces:,1,Courtyard,Shed,Fully Fenced"
SHERWOOD,"$290,$290,",https://www.realestate.com.au/property-unit-qld-sherwood-424048486,"Floorboards,Broadband Internet Available",[2],"- Sorry, no pets",[1],"<span class=""price""></span>",0,4075,Unit,[424048486],"$1,160","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$290 per week,4/97 Dewar Terrace,Cartwright Property Group - GRACEVILLE,[1],Sherwood,Not provided,Cartwright Property Group,Available Now,"Carport Spaces:,1"
Perfect family home + Pets Ok!,"$350,$350,",https://www.realestate.com.au/property-house-qld-inala-424050506,"Toilets:,2,Floorboards,Air Conditioning",[3],"Offering a simple layout, this home features a large air-conditioned lounge and dining space, with the 3 bedrooms and 1 bathroom located privately down the hallway.",[1],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Solarl P",4077,House,[424050506],"$1,400","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$350 per week,82 Aldebaran Street,One Agency - Forest Lake,[1],Inala,Not provided,Courtney Pearson,Available Now,"Carport Spaces:,1"
Single Level Home in Quiet Neighbourhood,"$755,$755,",https://www.realestate.com.au/property-house-qld-fig+tree+pocket-418962446,"Toilets:,1,Air Conditioning",[4],"Homeliness and warmth seeps from the pores of this property for rent in this quiet riverside enclave of Fig Tree Pocket.  #55 Botticelli really is the perfect family home with plenty of entertaining spaces, safe areas for children to play and enough room for quality ‘me time' for all family members. ",[4],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Transport, Garden, Formal Lounge, shed,  deck",4069,House,[418962446],"$3,020","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$755 per week,55 Botticelli Street,Ray White Metro West,[2],Fig Tree Pocket,Not provided,MetroWest Rentals,Fri 05-Oct-18,"Secure Parking,Garage Spaces:,2,Open Car Spaces:,2,Balcony,Swimming Pool - Inground"
4 bedroom home in great location close to everything,"$400,$400,",https://www.realestate.com.au/property-house-qld-richlands-424071526,"Ensuite:,1",[4],If you are after a private and quiet neighbourhood this is the one for you.,[1],"<span class=""price""></span>",,4077,House,[424071526],"$1,600","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$400 per week,8 Flower Place,LITTLE Real Estate - FOREST LAKE,[2],Richlands,Not provided,Denny Dao,Available Now,"Garage Spaces:,1"
AIR CONDITIONED! BRILLIANT THREE BEDROOM TOWNHOUSE!!,"$375,$375,,00,00,",https://www.realestate.com.au/property-townhouse-qld-sumner-410983219,"Ensuite:,1,Built-in Wardrobes,Dishwasher,Split-system Air Conditioning",[3],Modern 3 bedroom townhouse with character features:,[1],"<span class=""price""></span>",,4074,Townhouse,[410983219],"$1,500","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$375.00 per week,9/18 Stockwhip Place,Wise Realty,[2],Sumner,Not provided,Wise Realty,Available Now,"Remote Garage,Secure Parking,Garage Spaces:,1,Balcony,Deck"
38/15 James Edward Street Richlands,"$360,$360,",https://www.realestate.com.au/property-townhouse-qld-richlands-424088338,"Ensuite:,1,Toilets:,3",[3],"Newly refurbished looks and well spaced rooms, it is perfect for couples and small families!",[1],"<span class=""price""></span>",,4077,Townhouse,[424088338],"$1,440","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$360/Wk,38/15 James Edward Street,Australian Property Management Alliance - Mango Hill,[2],Richlands,Not provided,Richlands Rise,Available Now,"Remote Garage,Garage Spaces:,1"
2 bedroom as new,"$285,$285,",https://www.realestate.com.au/property-house-qld-inala-421546710,"Built-in Wardrobes,Air Conditioning",[2],As in looking flat at the back of the property has 2 bedrooms.it is fully fenced and has its own yard.,,"<span class=""price""></span>","modern bathroom,modern kitchen,close to schools,close to shops,close to transport",4077,House,[421546710],"$1,140","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$285 p/w,19a Blackthorn Street,Coulson Real Estate - Inala,[1],Inala,Not provided,Property Management Team,Available Now,
1 Weeks free Rent!!!,"$330,$330,",https://www.realestate.com.au/property-house-qld-darra-424112070,Built-in Wardrobes,[3],"A lovely three bedroom home with character is available for you!!!  You will be greeted with a charming gated front porch ideal for an afternoon cup of tea.  Timber floating floors open up the combined Lounge and Dining.  The double glass doors from the lounge room opens onto the front porch.  This room is also air conditioned with a reverse cycle split system for those hot summer days and cooler winter months.  Alternatively, you might like to burn a couple of logs on the fireplace this winter for a cosy night in.",[1],"<span class=""price""></span>",Property Type: House Garaging / carparking: Open carport Property Features: Pets Allowed,4076,House,[424112070],"$1,320","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$330 p.w.,6 Popondetta Close,Harcourts Centenary Suburbs - Mt Ommaney,[1],Darra,Not provided,Harcourts South West BDM,Available Now,"Garage Spaces:,1"
Modern Top Floor Apartment - Close to Everything!,"$395,$395,",https://www.realestate.com.au/property-unit-qld-sherwood-424096390,Air Conditioning,[2],"Located close to everything, a true stunner!",[1],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport",4075,Unit,[424096390],"$1,580","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$395 per week,7/23 Hood Street,Ray White Sherwood/Graceville,[2],Sherwood,Not provided,Zoe Wales,Available Now,"Secure Parking,Garage Spaces:,1,Balcony"
Partially furnished house,"$550,$550,",https://www.realestate.com.au/property-house-qld-jamboree+heights-419094626,"Ensuite:,1,Living Areas:,2,Toilets:,3,Broadband Internet Available,Built-in Wardrobes,Rumpus Room,Air Conditioning",[3],Property ID: 419094626 - required for telephone enquiry.,[3],"<span class=""price""></span>",,4074,House,[419094626],,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$550 per week,66 Brownie Street,Zero Commission - Australia,[3],Jamboree Heights,Not provided,Stephen Hopson,Available Now,"Remote Garage,Secure Parking,Carport Spaces:,2,Garage Spaces:,1,Balcony,Fully Fenced"
3 BEDROOM PLUS STUDY - 2 GARAGE FREE MOWING - WALK TO ALDI AND BUS,"$390,$390,",https://www.realestate.com.au/property-townhouse-qld-oxley-422096158,"Toilets:,3,Air Conditioning",[3],SPACIOUS 3 BEDROOM TOWNHOUSE.,[3],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",4075,Townhouse,[422096158],"$1,560","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$390 per week,40/100 Oakmont Avenue,RAAS Group,[2],Oxley,Not provided,Tony Lin,Available Now,"Secure Parking,Garage Spaces:,2,Open Car Spaces:,1,Swimming Pool - Inground"
SPACIOUS 3 BED 2 GARAGE with View - WALK TO ALDI AND BUS,"$390,$390,",https://www.realestate.com.au/property-townhouse-qld-oxley-422178518,Air Conditioning,[3],READY FOR MOVE IN.,[2],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Formal Lounge",4075,Townhouse,[422178518],"$1,560","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$390 per week,32/100 Oakmont Avenue,RAAS Group,[2],Oxley,Not provided,Tony Lin,Available Now,"Secure Parking,Garage Spaces:,2,Balcony,Swimming Pool - Inground"
Luxury 3 bedrooms Townhouse,"$530,$530,",https://www.realestate.com.au/property-townhouse-qld-mount+ommaney-422301614,"Ensuite:,1,Toilets:,3,Built-in Wardrobes,Air Conditioning",[3],"READY for you now!  New painting through out the townhouse and new carpet.Contemporary townhouse offers you open plan living with privacy, set in exclusive Central Parklands. Not only do you get 3 good sized bedroom with plenty of storage in each room, you have a large ensuite and main bathroom with bath to relax and re-cooperate.  The open living area allows for a number of furniture placement options with direct access to your own private timber deck.  Air-conditioned up and down and dishwasher completes the picture for you. As a Central Parklands resident you also receive full membership to the exclusive Rec Club. Where you can swim or do laps in the 25 metre pool and take in the heated spa, maybe have a hit on the full size tennis court, perhaps the well-appointed gymnasium is your thing.  Then you have sauna, BBQ's and kitchen facilities to round up the day. Even better you don't have to maintain them and someone else cuts the footpath grass for you.  This property is just a couple of minutes' walk to Mount Ommaney shopping centre and express bus station. It is also close to many other services and facilities. Double car remote control garage.",[2],"<span class=""price""></span>",0,4074,Townhouse,[422301614],"$2,120","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$530 per week,74 Greenway Circuit,Joy Realty - Sunnybank,[2],Mount Ommaney,Not provided,Yeni Cook 0411036998,Available Now,"Remote Garage,Garage Spaces:,2,Deck,Fully Fenced,Swimming Pool - Inground,Tennis Court"
Rent to Own Today! Low Deposit Finance Options Available for Both First and Second Home Buyers! (Full Time Employment Required $50k+ per year),,https://www.realestate.com.au/property-house-qld-oxley-424172230,"Broadband Internet Available,Built-in Wardrobes,Pay TV Access,Dishwasher,Air Conditioning",[4],"No Deposit, No Worries! ",[2],"<span class=""price""></span>",,4075,House,[424172230],,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",Why Rent When You Can Buy? Rent to Own Today!,,Charles Knight Property - NEW FARM,[2],Oxley,Not provided,Charles Knight Property,Available Now,"Secure Parking,Garage Spaces:,2,Outdoor Entertaining Area,Fully Fenced"
Beautiful Home Near Oxley Train Station for Rent,"$495,$495,",https://www.realestate.com.au/property-house-qld-oxley-423077666,,[3],PROPERTY ID: 6330,[1],"<span class=""price""></span>",,4075,House,[423077666],"$2,000","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$495 per week,17. Merring Street,Rentbetter - Bondi,[1],Oxley,Not provided,,Available Now,"Carport Spaces:,1"
Living in Richlands,"370,370,",https://www.realestate.com.au/property-townhouse-qld-richlands-422948186,"Toilets:,3,Air Conditioning",[3],Be quick for this rare opportunity. Family friendly and secured complex in the best location of Richlands. ,[2],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Onsite Managers",4077,Townhouse,[422948186],"$1,480","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",370 wekly,36 Kathleen,Raine & Horne - Onsite Sales,[2],Richlands,Not provided,Summer Dong,Available Now,"Secure Parking,Garage Spaces:,2,Swimming Pool - Inground"
105 Oldfield Road Sinnamon Park,"$450,$450,",https://www.realestate.com.au/property-townhouse-qld-sinnamon+park-417189650,"Ensuite:,1,Toilets:,2,Gym,Built-in Wardrobes,Dishwasher,Air Conditioning",[3],"High set Tuscan designed town houses and villa featuring: 3 large bedrooms (main with EN-SUITE) all with built-in robes, 2 bathrooms, 3 toilets, spacious open plan living, dining and kitchen area, air conditioning, tiled outdoor patio and entertainment area, remote lock-up garage plus additional adjacent parking space.",[2],"<span class=""price""></span>",,4073,Townhouse,[417189650],"$1,800","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$450 / week,39 / 105 OLDFIELD RD,Australian Property Management Alliance - Mango Hill,[2],Sinnamon Park,Not provided,Nan Li,Available Now,"Remote Garage,Garage Spaces:,1,Open Car Spaces:,1,Tennis Court"
You Snooze You Loose - #CatchMeBeforeIGetRented,"$325,$325,",https://www.realestate.com.au/property-unit-qld-corinda-407726669,Dishwasher,[2],"You can leave the car behind and take a short stroll to trendy Corinda Village with its cafes, Coles, medical centre,  train station and Private and State Schools with walking distance. ",[1],"<span class=""price""></span>",Property Type: Unit Garaging / carparking: Single lock-up,4075,Unit,[407726669],"$1,300","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$325 p.w.,4/677 Oxley Road,Harcourts Centenary Suburbs - Mt Ommaney,[1],Corinda,Not provided,Harcourts South West BDM,Available Now,"Garage Spaces:,1"
INALA,"$290,$290,",https://www.realestate.com.au/property-house-qld-inala-423363514,Broadband Internet Available,[2],"- Sorry, No pets",[1],"<span class=""price""></span>",0,4077,House,[423363514],"$1,160","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$290 per week,99 Serviceton Avenue,Cartwright Property Group - GRACEVILLE,[1],Inala,Not provided,Cartwright Property Group,Available Now,"Carport Spaces:,1,Fully Fenced"
BRAND NEW TOWNHOUSES!!,"$370,$370,",https://www.realestate.com.au/property-townhouse-qld-richlands-422476138,Air Conditioning,[3],These stylish and spacious modern townhouses are brand new and ready to move in now so get in quick as they wont last long!,[1],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport",4077,Townhouse,[422476138],"$1,480","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$370 per week,43 Brentford Road,Impact Real Estate Solution - UNDERWOOD,[2],Richlands,Not provided,Telisha Cook,Available Now,"Secure Parking,Garage Spaces:,1,Balcony"
105 Oldfield Road Sinnamon Park,"$440,$440,",https://www.realestate.com.au/property-townhouse-qld-sinnamon+park-423560326,"Ensuite:,1,Toilets:,3,Intercom,Built-in Wardrobes,Dishwasher,Air Conditioning",[3],"High set Tuscan designed town houses and villa featuring: 3 large bedrooms (main with EN-SUITE) all with built-in robes, 2 bathrooms, 3 toilets, spacious open plan living, dining and kitchen area, air conditioning, tiled outdoor patio and entertainment area, remote lock-up garage plus additional adjacent parking space.",[2],"<span class=""price""></span>",,4073,Townhouse,[423560326],"$1,760","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$440 / week,30 / 105 OLDFIELD RD,Australian Property Management Alliance - Mango Hill,[2],Sinnamon Park,Not provided,Nan Li,Available Now,"Remote Garage,Secure Parking,Carport Spaces:,1,Garage Spaces:,1,Fully Fenced,Swimming Pool - Inground,Tennis Court"
OXLEY,"$355,$355,",https://www.realestate.com.au/property-house-qld-oxley-423417570,"Floorboards,Broadband Internet Available,Built-in Wardrobes",[3],- 3 x Bedroom home in quiet location,[1],"<span class=""price""></span>",0,4075,House,[423417570],"$1,420","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$355 per week,27 Ingham Street,Cartwright Property Group - GRACEVILLE,[1],Oxley,Not provided,Cartwright Property Group,Available Now,"Garage Spaces:,1"
A House In a Sensational Location. Priced to rent!,"$410,$410,",https://www.realestate.com.au/property-house-qld-sinnamon+park-423752506,,[3],"This 3 bedroom, 2 bathroom house contains a fenced backyard and includes an ensuite, entertainment area, ceiling fans to the living room, a family room and walk in robe to the master bedroom.",[1],"<span class=""price""></span>",0,4073,House,[423752506],"$1,640","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$410 per week,43 McPherson Road,Activerealestate.com.au - .,[2],Sinnamon Park,Not provided,Contact Rentals,Available Now,"Garage Spaces:,1"
Ultra Modern Unit So Close to the City,"$430,$430,",https://www.realestate.com.au/property-unit-qld-sherwood-423560586,Air Conditioning,[2],** ARRANGE AN INSPECTION NOW ** ,[1],"<span class=""price""></span>",,4075,Unit,[423560586],"$1,720","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$430 per week,4/508 Oxley Road,LJ Hooker - .,[2],Sherwood,Not provided,"Sarah Ratz,LJ Hooker Graceville",Available Now,"Garage Spaces:,1"
Dual living home in central Jindalee,"$420,$420,,00,00,",https://www.realestate.com.au/property-house-qld-jindalee-408462875,"Ensuite:,1,Living Areas:,1",[4],This lovely family home in Jindalee is set up for dual living with a kitchenette and ensuite in the downstairs room. Upstairs features polished floors and an open lounge and dining rooms with a great kitchen with good appliances. A great balcony off the lounge catches the breezes and sunsets perfect for that afternoon beer or wine.,[4],"<span class=""price""></span>",,4074,House,[408462875],"$1,680","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$420.00 Per Week,42 Moolingal Street,Innovation Real Estate - Jamboree Heights,[2],Jindalee,Not provided,Innovation Rentals,Sat 06-Oct-18,"Carport Spaces:,2,Garage Spaces:,2"
Neat and Tidy family home!,"$300,$300,",https://www.realestate.com.au/property-house-qld-inala-423881394,"Toilets:,1,Floorboards,Air Conditioning",[3],"Offering a simple layout, this home features a large air-conditioned lounge and dining space, with the 3 bedrooms and 1 bathroom located privately down the hallway.",[1],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Ceiling Fans",4077,House,[423881394],"$1,200","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$300 per week,3 Ursa Street,One Agency - Forest Lake,[1],Inala,Not provided,Courtney Pearson,Available Now,"Carport Spaces:,1"
Living in Richlands,"380,380,",https://www.realestate.com.au/property-townhouse-qld-richlands-423996614,"Toilets:,3,Air Conditioning",[3],Be quick for this rare opportunity. Family friendly and secured complex in the best location of Richlands. ,[2],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Onsite Managers",4077,Townhouse,[423996614],"$1,520","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",380 weekly,35 Kathleen,Raine & Horne - Onsite Sales,[2],Richlands,Not provided,Summer Dong,Available Now,"Secure Parking,Garage Spaces:,2,Swimming Pool - Inground"
2 WEEKS FREE RENT !!!,"$420,$420,",https://www.realestate.com.au/property-house-qld-richlands-424021118,"Built-in Wardrobes,Dishwasher,Split-system Air Conditioning",[4],"Beautiful home in a nice, quiet pocket of Richlands",[2],"<span class=""price""></span>",,4077,House,[424021118],"$1,680","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$420 per week,52 Jordan Street,Twenty Four Seven Realty - -,[2],Richlands,Not provided,Vanessa Mc Cready,Available Now,"Remote Garage,Garage Spaces:,2,Outdoor Entertaining Area,Fully Fenced"
This large two level 3 bedroom townhouse is more than just a ‘rental’,"$540,$540,",https://www.realestate.com.au/property-townhouse-qld-mount+ommaney-423979086,"Ensuite:,1,Toilets:,3,Built-in Wardrobes,Dishwasher,Air Conditioning",[3],This two level 3 bedroom townhouse is more than just a ‘rental’. ,[2],"<span class=""price""></span>",0,4074,Townhouse,[423979086],"$2,160","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$540 per week,11/5 Central Ave,Joy Realty - Sunnybank,[2],Mount Ommaney,Not provided,Yeni Cook 0411036998,Available Now,"Remote Garage,Garage Spaces:,2,Balcony,Deck"
MODERN & AFFORDABLE,"$295,$295,",https://www.realestate.com.au/property-unit-qld-corinda-423947666,,[1],Property Features ,[1],"<span class=""price""></span>","Close to Schools, Close to Shops, Close to Transport",4075,Unit,[423947666],"$1,180","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$295 per week,4/44 Martindale Street,LJ Hooker - .,[1],Corinda,Not provided,"Sarah Ratz,LJ Hooker Graceville",Available Now,"Garage Spaces:,1"
